customer_tweet_id,customer_text,intent,candidate_theme
2680180,Why can’t @115858 fix their updates so I don’t have to setup Hey Siri every fucking time! With the amount of updates being pushed as well it’s truly annoying,NEEDS_REVIEW,device_setup
1212780,@AppleSupport my phone keeps freezing apps force closing and camera moves slow on facetime,NEEDS_REVIEW,device_setup
61379,@AppleSupport How about every time I’m fucking texting somebody the keyboard always takes forever to type .... or when I open one app takes forever to load? Even when I have enough memory on my phone...  I mean before the iOS 11 EVERYTHING was running smooth....  now everything is TRASH,NEEDS_REVIEW,device_setup
2652542,"@AppleSupport I’ve already done all of this- just disappointed that Apple Care+ does not cover it when it costs the same as Verizon’s total protection, which does cover stolen phones! Hindsight is 20/20, won’t use Apple Care in the future if nothing else can be done for this.",NEEDS_REVIEW,device_setup
2709140,"@AppleSupport Iphone SE, latest ios update, made purchase within anagramsolver app.",NEEDS_REVIEW,device_setup
92807,"@116333 the @115858 customer service is about the worst I have ever experienced, 2 weeks had my money, no device, useless!! @AppleSupport",NEEDS_REVIEW,device_setup
284893,Dear @115858 this is really annoying! The other devices too are stuck at this annoying stage. https://t.co/7O6ClswJTi,NEEDS_REVIEW,device_setup
299688,Updated to IOS 11.0.2 and now my iPhone won't stop freezing... what's the deal with this @115858.... literally frozen about 30 times in the space of 5 minutes,NEEDS_REVIEW,device_setup
633963,"@AppleSupport WTF didn’t you test IOS11 before you released it? Switching to a Samsung, unable to use my iphone anymore Thanks alot assholes",NEEDS_REVIEW,ios_update
1804287,"Dear @115858 , I’ve recently updated to the newest update iOS11.0.3 &amp; MY PHONE STILL GLITCHING &amp; FREEZING! 👎🏼

✍🏼signed, aggravated customer",NEEDS_REVIEW,ios_update
2639653,"@AppleSupport software update needed, then you open it  up and there you go your software not needing an update, thanks Apple for ruining my phone 👏🏻👏🏻👏🏻👏🏻 https://t.co/ZCjqEi91yf",NEEDS_REVIEW,ios_update
50871,Getting a glitch on iOS 11.1 where my home button is functioning as media keys for playback on music. This is annoying. (cc:@115858),NEEDS_REVIEW,ios_update
517156,"@AppleSupport @239237 I have the same issue on 11.1.2. I’ve tried resets, reset, erase and restore from iCloud twice. Still happening. Please tell me a manual install from scratch isn’t the fix…",NEEDS_REVIEW,ios_update
1915841,"@115858 stop making phones thinner, it makes the battery freakin' useless. Upgraded from 5S to 6, but now I have to charge my phone midday.😡",NEEDS_REVIEW,ios_update
805636,"@AppleSupport please contact me as I downloaded the recent updates 2 my iPad &amp; iPhone &amp; no longer have access 2 Pages, Keynote &amp; Numbers",NEEDS_REVIEW,ios_update
1582185,"@AppleSupport So @AppleSupport my smart pal said when I️ updated my phone, the update was for your NEW phones, not mine, I️ have a 5. And we got  screwed.",NEEDS_REVIEW,ios_update
322066,Alarm çalınca Wi-fi açılıyor muazzam özellik #ios1102 @AppleSupport,NEEDS_REVIEW,ios_update
1969663,@AppleSupport I️ have the iPhone 7 and the latest update,NEEDS_REVIEW,ios_update
2402168,"@AppleSupport please fix your podcast app, it’s been crashing since updating to 11.1.1!!!!",NEEDS_REVIEW,ios_update
120654,@AppleSupport downloaded 11.1.2 yesterday. Major keyboard issues! Letters unresponsive with first and even second tap! Poor autocorrect and super sensitive press touch on keyboard as well.,NEEDS_REVIEW,ios_update
1840675,This update fucked my phone up! It keeps freezing &amp; calling random people. @115858 keep playing I’ll get a flip phone.,NEEDS_REVIEW,ios_update
2279805,@115948 why can I️ no longer add albums or songs to my library anymore!??? I swear this @115858 update has ruined everything. I’m really irritated with y’all all together.,NEEDS_REVIEW,ios_update
249223,"@AppleSupport no , slow in general app  
I think that ios11 hasn't adjust with iphone6 yet",NEEDS_REVIEW,ios_update
1419639,@AppleSupport why do i need Inbox in font 15 in mail inbox in ios11.1? i lose 2 out of 8 emails #ios11.1problems,NEEDS_REVIEW,ios_update
1025671,@AppleSupport Since the update my FaceTime keeps dropping the battery is drained super quick and crashes completely,NEEDS_REVIEW,ios_update
1041267,@AppleSupport iOS 11.0.3 / iPhone 7 128 GB,NEEDS_REVIEW,ios_update
1859384,"Thank you, @AppleSupport, for the decrease from ~24-hour to ~5-hour battery life with iOS 11.03. If this persists beyond a couple updates I'm going back to Android .-. https://t.co/zMvzMKqxpT",NEEDS_REVIEW,ios_update
792757,#iOS11 bug 2 @AppleSupport - All notifications on #AppleWatch have blank / placeholder icons https://t.co/njZ8U2vbXO,NEEDS_REVIEW,ios_update
917149,@115858 iPhones battery draining super quick then staying at 1% for aaaaaaaaaages 🤔 please fix! 😤,NEEDS_REVIEW,battery_and_performance
2962934,One thing I provided to @AppleSupport at https://t.co/GMPejPml1a was somewhere in the new #IOS &amp; #IPhoneX #Apple an old feature with RE: Battery % is no longer available it’s just Battery Icon until you hit 20% &amp; or app usage %,NEEDS_REVIEW,battery_and_performance
1620572,My iPhone 7+ is going slow as fuck... coincidence? @115858 😒,NEEDS_REVIEW,battery_and_performance
2048660,Battery life on my iPhone since the new update has been terrible @AppleSupport,NEEDS_REVIEW,battery_and_performance
2970282,"@819295 Dude, my iPhone 6 has been acting terrible since the new update. Apps just freeze all the time and I have to restart it. @115858",NEEDS_REVIEW,battery_and_performance
2028203,my phone battery exploded. amazing. thanks apple. @115858 @AppleSupport,NEEDS_REVIEW,battery_and_performance
249193,"@AppleSupport thanks for the prompt response! i’m on version 11.0.2 (15A421), model A1634. i googled how to save battery life &amp; it’s still dying. 😕",NEEDS_REVIEW,battery_and_performance
2478961,@115858 since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,NEEDS_REVIEW,battery_and_performance
1550222,I updated my phone &amp;now it shuts on &amp; off at any given time and the battery life sucks worse than a hooker when the rents due thx @115858 🙄,NEEDS_REVIEW,battery_and_performance
1001984,@357182 @115858 I feel your pain. New update is destroying my battery.,NEEDS_REVIEW,battery_and_performance
537643,My phone is moving toooooo slow. @115858 WHY YALL UPDATES TRASHING MY PHONE.,NEEDS_REVIEW,battery_and_performance
125006,@115858 Good to see we have time for commercials but can't get any help with fixing the new iOS update that is draining my battery.....,NEEDS_REVIEW,battery_and_performance
2285187,"@AppleSupport does having low storage on your iPhone prevent your apps from opening, or make everything slow? Because that's what's happening to my iPhone 5s 🤷‍♀️",NEEDS_REVIEW,battery_and_performance
1932877,@AppleSupport @115858 iOS 11 has literally made my iPhone lag/lock up/and in general feel like a 💩 phone. If I wanted that I’d have saved some 💰and gotten an android.,NEEDS_REVIEW,battery_and_performance
45145,Each @115858 update has made my #iphone 6s and #MacBookAir increasingly SLOWER and FREEZE PRONE. Reviewers saying hardware performance hasn’t gotten worse with each OS update are being paid. Sucks to watch Apple’s product-centrism come to an end.,NEEDS_REVIEW,battery_and_performance
1495539,@AppleSupport iPhone 6s the battery stinks now,NEEDS_REVIEW,battery_and_performance
223002,@115858 I hate your freaking update... fix the battery problems right now!!!,NEEDS_REVIEW,battery_and_performance
1762744,Is it just me or what from  the latest iPhone update my battery goes from 100% to 20% in about a hour!! @AppleSupport,NEEDS_REVIEW,battery_and_performance
1677069,Omg what is wrong with my stupid phone it keeps changing my capital “I️” to an A?!? Wtf!!!! #iphone #help @AppleSupport,NEEDS_REVIEW,battery_and_performance
2261584,This is literally what the phone app on my iPhone X looks like right now. It just does this and crashes. Can’t make calls. No voicemail access. Uh... @115858 https://t.co/2ixh0twRCJ,NEEDS_REVIEW,battery_and_performance
2048270,"@605748 @115858 @AppleSupport Yes!!!!!!! The keyboard is slow af Snapchat takes like 30 seconds for the camera to come on, like wtf",NEEDS_REVIEW,keyboard_and_typing
2062722,@123857 MBP 2016 keyboard not backlit at startup with 10.13. Never was. Any patch soon? Regards,NEEDS_REVIEW,keyboard_and_typing
2145723,@115858 so when are y’all going to fix this (I️) problem because I’m getting fed up. The text replacement trick doesn’t even work either.🤬,NEEDS_REVIEW,keyboard_and_typing
1747977,.@115858 FIX THE LETTER I️,NEEDS_REVIEW,keyboard_and_typing
427841,"@AppleSupport
 Hi 
I'm using ios 11.0.2 on iPhone 6,
keyboard doesn't fill screen when device rotated on landscape?
Please solve this...",NEEDS_REVIEW,keyboard_and_typing
2005223,@115858 Why is my phone acting up? When I type “I️” it’s down some other shit.,NEEDS_REVIEW,keyboard_and_typing
486173,"@AppleSupport my iPhone won’t send any iMessages, only texts. Happened to a few other people as well so it’s not my phone",NEEDS_REVIEW,keyboard_and_typing
2410326,"After my iOS updated, shouldn’t I be able to type in a browser, @115858? Asking for a user.",NEEDS_REVIEW,keyboard_and_typing
1500019,@AppleSupport why is the letter “I” showing as I️,NEEDS_REVIEW,keyboard_and_typing
2014835,@115858 @AppleSupport what the hell is going on... why is everyone’s phone doing this now I️ I️ I️ I️ when we type the letter “i”,NEEDS_REVIEW,keyboard_and_typing
1432449,Wth is up wit iPhone spelling error ? This “A❔” crap??? @AppleSupport,NEEDS_REVIEW,keyboard_and_typing
2203282,@115858 needs to fix my keyboard problem ASAP it’s annoying,NEEDS_REVIEW,keyboard_and_typing
848986,"@AppleSupport @321734 Had problem with massive keyboard lag in iOS 11, have no idea if it’s related to the french keyboard.",NEEDS_REVIEW,keyboard_and_typing
1178931,@AppleSupport What’s the max file size for Air Drop? Note with 18 images wouldn’t send either way; note with 2 lines of text went fine!,NEEDS_REVIEW,keyboard_and_typing
1659125,"Hey @AppleSupport, you know what would be pretty ~dope~? If we stopped with new emojis and fixed the auto-correction of the letter “i”",NEEDS_REVIEW,keyboard_and_typing
1570992,"@AppleSupport Already have three time, but they refuse to remove the activation lock, even though I know the recovery account, but its one letter out",NEEDS_REVIEW,keyboard_and_typing
255783,"@AppleSupport It’s not just me. The phone is slower, when u text it gets stuck many times and it collapses and restarts by its own.",NEEDS_REVIEW,keyboard_and_typing
2441784,Oh my god @115858 you have made it so hard to recover my iCloud password. MY PHONE IS NOT WORKING SO WHY IS TEXT MY ONLY OPTION TO VERIFY??,NEEDS_REVIEW,keyboard_and_typing
1889250,@AppleSupport iOS 11.0.3 has given me nothing more than a unresponsive phone and a 6 house battery life. Not good enough! 😡drains as I type!,NEEDS_REVIEW,keyboard_and_typing
1616002,Is it just me or does anyone else notice that their letter “i” is messed up on their iPhone? 🤔🤔🤔 @115858,NEEDS_REVIEW,keyboard_and_typing
762555,"Since updating my phone I don’t receive WhatsApp notifications until I open the app. @AppleSupport, sort it out. Annoying af. 😒",NEEDS_REVIEW,mail_and_messages
824123,@AppleSupport My keyboard keeps glitching in Facebook and snapchat and sometimes my messages 😧,NEEDS_REVIEW,mail_and_messages
291409,"@185384 My 6 is crap after update, lags on typing a message or email, can something be done other than buying a new 8! @AppleSupport",NEEDS_REVIEW,mail_and_messages
2754778,When @AppleSupport can’t figure out how to transfer my iMessage to my iPhone X from my iPhone 7 🤦🏼‍♀️,NEEDS_REVIEW,mail_and_messages
734343,@AppleSupport why is my phone not sending iMessages to my friend who also has an iPhone ?! I’ve done all the troubleshooting,NEEDS_REVIEW,mail_and_messages
2059574,@AppleSupport uhhhhhhh is this a legit email???? Because I didn’t order that! https://t.co/eDH0T76Deo,NEEDS_REVIEW,mail_and_messages
463104,@AppleSupport storage almost full message is making me nuts!!!! 😡📱,NEEDS_REVIEW,mail_and_messages
450342,@AppleSupport I got an email saying I need to reply with my full delivery address yet the email was from __email__??,NEEDS_REVIEW,mail_and_messages
1673624,@AppleSupport when I click on a photo in a message I have sent this is what I get 🤔 https://t.co/MfnleKfRR2,NEEDS_REVIEW,mail_and_messages
1368432,@AppleSupport Hey yeah this is the email I received. https://t.co/QEmQpzhmN0,NEEDS_REVIEW,mail_and_messages
1005019,iPhone push notifs for e-mail working nicely: now getting five hour old e-mails. @AppleSupport  fix this shit.,NEEDS_REVIEW,mail_and_messages
720522,Nice job @115858 erasing my notes till I did the #update FYI it #sucks. Freezing and email looks like cheap texts. Ugly font!,NEEDS_REVIEW,mail_and_messages
1243740,"@AppleSupport It shows there is new message on icon, but clicking app doesn’t show the message. I need to quit and restart the app.",NEEDS_REVIEW,mail_and_messages
2439737,"@AppleSupport 11.2. Also, all my notification settings are on. I am a pro when it comes to iPhones, and I’ve done everything I can think of. I really think it’s a bug. I’ve noticed others are also having this issue.",NEEDS_REVIEW,mail_and_messages
1747427,"@AppleSupport 
Hi, I’m facing an issue / bug on my iPad Pro 10.5 since I updated to iOS 11 om Mail App!
This issue is only on iPad and I’m not facing it on iPhone!
If I marked more than 10 emails and hit delete. The app just freezes and do nothing &amp; less than that its possible!?",NEEDS_REVIEW,mail_and_messages
2303192,@AppleSupport is there a problem whit network? i am having issues whit sending text message ...,NEEDS_REVIEW,mail_and_messages
1770790,@AppleSupport trying to log into my Itunes account. Stupidly set up 2 step - not getting SMS to registered number.,NEEDS_REVIEW,mail_and_messages
1698500,@AppleSupport Yes I installed the new iOS but I still see weird boxes and exclamation points when people send me messages,NEEDS_REVIEW,mail_and_messages
1639021,"@AppleSupport Yahoo mail doesn’t work with IOS 11 (iphone 6s)

IOS 11 is sucks! 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 https://t.co/C79XXyQp12",NEEDS_REVIEW,mail_and_messages
1626178,@AppleSupport Upgraded to 11.0.3 and old notifications still appear. This is such a silly issue created by iOS 11. Fix this issue https://t.co/kC1hZifzcL,NEEDS_REVIEW,mail_and_messages
1691787,Installed 11.1 on my iPad. Worst decision ever! Pages/files are missing. They aren't in iCloud. All unhappy users. @AppleSupport,NEEDS_REVIEW,account_and_access
2295718,@AppleSupport I am locked out of my account is never ever happened to me ever !! And I’m exhausted from trying to recover I’m so frustrated just want it back !! Help !!,NEEDS_REVIEW,account_and_access
2633186,@AppleSupport please can you check my account storage,NEEDS_REVIEW,account_and_access
1094131,"@AppleSupport Okay, I can erase it and reset it, but the odd thing is it didn't recognize my passcode. Is that indicative of a bigger issue?",NEEDS_REVIEW,account_and_access
2246711,@AppleSupport Strangely I can’t find it on my webmail account online,NEEDS_REVIEW,account_and_access
2479039,"@115858 hello there called apple hotline and asked me to backup and erase my iphone. After restoring, I can't log onto iCloud.. can someone help?",NEEDS_REVIEW,account_and_access
407526,@AppleSupport I need to update my payment method but don't have access to a Mac computer,NEEDS_REVIEW,account_and_access
1285634,@AppleSupport It used to worked. I have iCloud connected to Photo.,NEEDS_REVIEW,account_and_access
2710480,@AppleSupport my apple TV is asking me to switch to the Canadian store (I have a US and Canadian account). So far haven't been able to.,NEEDS_REVIEW,account_and_access
1143505,"Design genius @115858. 
Phone won’t unlock without code after software update. Snooze power button alarm, also triggers emergency call.",NEEDS_REVIEW,account_and_access
2616644,@AppleSupport I’ve tried to back up my phone but it didn’t fix it. It seems that it’s downloading the pictures from iCloud even if they’re already on my photo library. How can I fix this? Why does my content have to download? Including screen recorded videos..,NEEDS_REVIEW,account_and_access
2488636,Hey @115858 your new IOS update makes it so I can’t download music on my @3183 account. Can this be fixed or should I just stop paying for a service I’m not getting?,NEEDS_REVIEW,account_and_access
592297,Ayo @115858 Why do yall want to keep charging me everytime I take my credit off file and put it back you wanna charge my account to download an application tf is wrong with yall this will the third time you guys will charge less than 2 weeks for an app like get the shit together,NEEDS_REVIEW,account_and_access
1988585,@AppleSupport your reportaproblem page just keeps refreshing instead of allowing me to sign in.,NEEDS_REVIEW,account_and_access
339974,@AppleSupport since updated to the new ios ive bene locked out of my phone both my touch id and normal password dont work.,NEEDS_REVIEW,account_and_access
1168940,@AppleSupport Help please! Your w/ site password page isn't working!,NEEDS_REVIEW,account_and_access
704499,"@116333 sir i am from India and I have one complaint about apple service centre in India , I have iPhone 5s which is out of warranty and showing one issue while charging that These accessory may not be supported. I went two times at the Apple service centre for the problem.",NEEDS_REVIEW,account_and_access
1800908,@AppleSupport why is App Store requiring my password when Touch ID is already set up? https://t.co/dUMHHAFSqe,NEEDS_REVIEW,account_and_access
2313937,@AppleSupport None of my photos are on iCloud,NEEDS_REVIEW,account_and_access
112889,@AppleSupport I don't have access to the security questions or emails so I'm too scared to update my phone but it keeps dying on 100%? Help? https://t.co/k7k2qcxDW0,NEEDS_REVIEW,account_and_access
1070195,@AppleSupport iOS 11.0.3 It’ll drop out &amp; reconnect after a little while. Phone has been restarted but continues to drop Bluetooth connection on calls,NEEDS_REVIEW,network_and_connectivity
950982,.@115858 please make my phone stop turning WiFi and Bluetooth on and off as it pleases thank you,NEEDS_REVIEW,network_and_connectivity
1413493,I thought I was the only one having problems with iOS 11.0.3  WiFi issues but I see a lot of people here with the same problem @115858,NEEDS_REVIEW,network_and_connectivity
2353664,"@AppleSupport The iPhone just shows the Apple logo, nothing else. It won’t even connect to iTunes because my phone won’t even open to my home screen so I can’t access anything. It’s been like that for about 9 hours (on and off the charge)",NEEDS_REVIEW,network_and_connectivity
430147,@AppleSupport Its just in the 'watch face'. No other apps are affected.  It happened with the switch to Watch OS4. Ive tried turning wifi on/off/resetting,NEEDS_REVIEW,network_and_connectivity
1803101,"@AppleSupport You’re very kind, but it’s 9:32pm&amp;I need to relax. I’ll be happy to connect tomorrow through DM. Can’t say your CS isn’t prompt! Thank you.",NEEDS_REVIEW,network_and_connectivity
1075483,@AppleSupport hey y’all for the past 12 hours my phone has said “no service” or “searching” and i would appreciate some help,NEEDS_REVIEW,network_and_connectivity
2132077,"@AppleSupport doesn't happen with wi-fi. it's the first time that happens. I did not have ""on"" the wifi nor the cellular data, when i turned on the data, it froze for at least 30 mins. (the reset function did not work)",NEEDS_REVIEW,network_and_connectivity
260839,@118101 @115858 why won’t my Apple Watch 3 activate for cellular use?,NEEDS_REVIEW,network_and_connectivity
2185386,"@AppleSupport I’ve noticed turning off WiFi from the control center doesn’t turn off my WiFi.. it only kicks me off the current WiFi I’m on. See below. I️ swipe up, turn off WiFi, but I’m settings it’s still searching for a NEtwork. Not just my phone doing this.  Known issue? https://t.co/vWb3Og00Kl",NEEDS_REVIEW,network_and_connectivity
428334,"Question: Can i connect an iCloud Drive to #AppleTV and store movies there, and will they play on AppleTV?
@AppleSupport @115858 @15443",NEEDS_REVIEW,network_and_connectivity
1018109,@AppleSupport No I don’t see any error message and I’m updating over WiFi,NEEDS_REVIEW,network_and_connectivity
1616900,@AppleSupport totally Intolerable  service is provided by @17257 NSP. Phone is having battery issue nd they have changed the display nd now same problem is still there nd it is dropping network also. Need solution on priority.,NEEDS_REVIEW,network_and_connectivity
752180,@116333 @115858 are you guys kidding me? It has already been two updates within 3 weeks and we still have cellular data problem,NEEDS_REVIEW,network_and_connectivity
865939,I scheduled a callback from @AppleSupport for 9:30 this am. Was called and disconnected after being put on hold for 10 minutes!,NEEDS_REVIEW,network_and_connectivity
2918840,"@AppleSupport I've tried restarting, using cellular and wifi. Nothing works",NEEDS_REVIEW,network_and_connectivity
2502077,"Friend &amp; I both got 8 plus #iPhone &amp; neither of us are receiving #imessages today. Anyone else experiencing this? I googled &amp; followed steps for shutting off wifi &amp; imessage &amp; nothing worked. Turned off imessage, not getting texts from other iphone users. @115858 @AppleSupport",NEEDS_REVIEW,network_and_connectivity
1830984,@549418 I doubt it. @AppleSupport please fix this. Plus the switching between WiFi and Mobile data does not happen. #BringBackiOS10 😄,NEEDS_REVIEW,network_and_connectivity
2524408,"@AppleSupport Well, videos won't play in the browser, but they will be played on a connected AirPlay endpoint automatically.",NEEDS_REVIEW,network_and_connectivity
718092,@AppleSupport My son said that all iPhone with iOS 11 cannot connect. Durham college can't do anything to fix,NEEDS_REVIEW,network_and_connectivity
1996241,@AppleSupport The bug I encountered. https://t.co/dJQmNNG7d5,NEEDS_REVIEW,app_issues
1168616,@AppleSupport I’ve just got a new iPhone 8+ but I can’t get it to pair with my 1st gen Apple Watch. Help?,NEEDS_REVIEW,app_issues
861958,"@AppleSupport No, it varies between apps.",NEEDS_REVIEW,app_issues
2833598,@115858 ur stupid iphone stopped me from supporting my girlfriend this morning cs the battery fucking sucks and it also apparently needs a fucking hour to turn on,NEEDS_REVIEW,app_issues
151458,@AppleSupport after updating macbook pro to el capitan this happened https://t.co/pEQdF792qK,NEEDS_REVIEW,app_issues
2729120,@AppleSupport weird  behaviour of appstore https://t.co/UCMmwEhSdI,NEEDS_REVIEW,app_issues
1785646,This new iOS update has made my phone bug out and made it slow😒 @AppleSupport @115858,NEEDS_REVIEW,app_issues
87063,"Что-то statusbar уехал (

@AppleSupport, is it a bug or feature? https://t.co/CPqHI7wTUb",NEEDS_REVIEW,app_issues
1738815,"@115858 @AppleSupport my phone automatically updated this past daylight savings and now my apps, specifically instagram does not work.",NEEDS_REVIEW,app_issues
820176,"Ever since I updated my phone it’s been all fucked up. Freezing, turning off, and all just straight tweeking out. Wtf @AppleSupport",NEEDS_REVIEW,app_issues
2169729,"@115858 hello, can you fix the bug that changes an “I️” to some weird ass symbol. Like now.",NEEDS_REVIEW,app_issues
1998717,@AppleSupport There is a real issue with phone speaker and mic not working in iOS 11! Have you addressed this? https://t.co/atvdgxImwJ,NEEDS_REVIEW,app_issues
711180,@AppleSupport I do not but the app has updated itself now. Thank you for your time. :),NEEDS_REVIEW,app_issues
2036684,@AppleSupport On native email app on iOS they are sporadic. Downloaded the actually gmail app and they come through instantly. I tried resetting.,NEEDS_REVIEW,app_issues
2278412,"@AppleSupport I updated it yesterday, but it still happens.",NEEDS_REVIEW,app_issues
593505,K @115858 - found a bug 😒 https://t.co/OotTj8dlIB,NEEDS_REVIEW,app_issues
763642,@AppleSupport omg I just dropped a load of cash on a new Apple laptop and have gotten the WORST service from your company. Really????,NEEDS_REVIEW,app_issues
1635771,"@AppleSupport : Hello. Est-il possible de se faire rembourser une app iOS achetée sur l’App Store ? Si oui, quelle est la procédure à suivre",NEEDS_REVIEW,app_issues
1772844,Hey @115858 fix your shit. This keyboard glitch is rediculous. Makes me want to switch to @122986. I️ hate this,NEEDS_REVIEW,app_issues
722028,@115858 dont loke the obnoxiously large folder titles in the mail app and the new mail app in general is VERY buggy.,NEEDS_REVIEW,app_issues
1990200,My phone mysteriously won't turn on even though it was being charged all night. Now I'm late for work. Thank you @115858 for ruining my day.,NEEDS_REVIEW,payments_and_purchases
2756126,"@AppleSupport 1st issue I had an ongoing case with senior support (sent diagnostics and files several times) before they stopped contacting - devices won’t back up to iCloud. Restored phone and iPad several times, back up would work for a few days then stop working again. https://t.co/QrFmLR9nW9",NEEDS_REVIEW,payments_and_purchases
1270363,Ach @AppleSupport wir werden keine Freund mehr: das 3. Mal Mac in Reparatur. Gerät im Store und ich erhalte Anruf ich soll es vorbeibringen?,NEEDS_REVIEW,payments_and_purchases
1291160,@AppleSupport Nothing’s changed and no new information was provided in the article. I don’t have a new iPhone. But after this update my battery has been the worst. It takes forever to charge but takes nothing to drain. Is this glitch being fixed.,NEEDS_REVIEW,payments_and_purchases
560482,"@AppleSupport Hello I just updated my iPhone x on at&amp;t in the US to 11.2, but I have no option for Apple Pay Cash.",NEEDS_REVIEW,payments_and_purchases
1785229,"@AppleSupport One time payment in full and Apple won't even take my money. My credit will remain locked. Sorry, ur loosing $1,149 @115858 https://t.co/fStlTVmpIB",NEEDS_REVIEW,payments_and_purchases
1220035,At the point I don’t give a fuck about this phone anymore. It only works on a charger.. @115858 I want Refund,NEEDS_REVIEW,payments_and_purchases
2009409,"Seriously though, wtf @AppleSupport? Are you deliberately making iTunes not work fully to entice people switch to Apple Music?",NEEDS_REVIEW,payments_and_purchases
2353680,@AppleSupport yes I've already tried this. It wasn't recognised by iTunes. I used four different cables at work and download latest iTunes,NEEDS_REVIEW,payments_and_purchases
1402205,@AppleSupport I’ve done these this is my original phone charger that came with my 6s https://t.co/pfnkVqmvR8,NEEDS_REVIEW,payments_and_purchases
2253438,@115858 @AppleSupport please fix the glitch or bring the new update please #AppleStore,NEEDS_REVIEW,payments_and_purchases
1888243,Hey @115858 my #iphone now dies in 15 minutes from a full charge and I have 37GB left. Getting ready to leave forever. Need a fix for this,NEEDS_REVIEW,payments_and_purchases
2014877,@AppleSupport Been like this for a couple of hours now. Should I do anything? MacBook pro purchased 2012 updating OS https://t.co/gnYAdvRw89,NEEDS_REVIEW,payments_and_purchases
2076312,Hey @AppleSupport can you fix the Apple Pay bug so when I get on a @19742 bus my debit card doesn’t pop up? 😑,NEEDS_REVIEW,payments_and_purchases
2837206,@AppleSupport I have already requested you for the same in your private message..And kindly check what you have replied..It is really terrible from @115858 that you are asking to visit service centre on 3rd day of purchase of premium device because of YOUR MANUFACTURING FAULT..I need ANSWER,NEEDS_REVIEW,payments_and_purchases
2050203,@115858 iPhone8. Not worked since received. Apple can’t help online. Advised go in store. Store too busy. Told try Sunday. Disgusting Service,NEEDS_REVIEW,payments_and_purchases
1062192,Hey @115858. Latest updates working perfectly fine. My battery is not even able to survive 6-7hrs on full charge. Great stuff. #iOS11,NEEDS_REVIEW,payments_and_purchases
2291387,Had my phone on charge all night and it’s only on 31%. Didn’t have this problem before the new update. @115858 😒🤔,NEEDS_REVIEW,payments_and_purchases
1140325,Can @AppleSupport @115858 restore iCloud Drive files? I need a file deleted like 3 months ago,NEEDS_REVIEW,payments_and_purchases
2212910,@AppleSupport I hate iOS 11 with a passion! It is garbage!!! Fix it now!! My Health app doesn’t refresh now. Can you just fix it already?!? I wish I had purchased an android. I have never been so disappointed with Apple 😡 #ios11sucks,NEEDS_REVIEW,payments_and_purchases
1745514,Yo @AppleSupport what the hell is this box on my screen https://t.co/WcHl8uyBaT,NEEDS_REVIEW,hardware_and_device
2525542,"@AppleSupport Hello. I'm on iOS 11.1.1. This happens with all audio (Music app, Podcasts, Safari audio. Dropbox audio etc). Only on the lock screen though. The scrubber is frozen and so is the time duration and time remaining. But I can play, pause and skip as usual.",NEEDS_REVIEW,hardware_and_device
2578604,"@AppleSupport deveria ofertar assistência compatível ao preço dos produtos. De repente perde-se tudo que é importante e ressurge tudo que um dia foi apagado, por erro do servidor. Prejuízos de toda natureza ao usuário.",NEEDS_REVIEW,hardware_and_device
1932787,"@115858 I can’t process my reservation, customer support too busy and unable to assist. Please help https://t.co/PrffExZkVY",NEEDS_REVIEW,hardware_and_device
