customer_tweet_id,customer_text,candidate_theme,intent
61379,@AppleSupport How about every time I’m fucking texting somebody the keyboard always takes forever to type .... or when I open one app takes forever to load? Even when I have enough memory on my phone...  I mean before the iOS 11 EVERYTHING was running smooth....  now everything is TRASH,device_setup,ios_update
2652542,"@AppleSupport I’ve already done all of this- just disappointed that Apple Care+ does not cover it when it costs the same as Verizon’s total protection, which does cover stolen phones! Hindsight is 20/20, won’t use Apple Care in the future if nothing else can be done for this.",device_setup,battery_and_performance
2709140,"@AppleSupport Iphone SE, latest ios update, made purchase within anagramsolver app.",device_setup,keyboard_and_typing
92807,"@116333 the @115858 customer service is about the worst I have ever experienced, 2 weeks had my money, no device, useless!! @AppleSupport",device_setup,ios_update
284893,Dear @115858 this is really annoying! The other devices too are stuck at this annoying stage. https://t.co/7O6ClswJTi,device_setup,battery_and_performance
299688,Updated to IOS 11.0.2 and now my iPhone won't stop freezing... what's the deal with this @115858.... literally frozen about 30 times in the space of 5 minutes,device_setup,keyboard_and_typing
633963,"@AppleSupport WTF didn’t you test IOS11 before you released it? Switching to a Samsung, unable to use my iphone anymore Thanks alot assholes",ios_update,battery_and_performance
1804287,"Dear @115858 , I’ve recently updated to the newest update iOS11.0.3 &amp; MY PHONE STILL GLITCHING &amp; FREEZING! 👎🏼

✍🏼signed, aggravated customer",ios_update,keyboard_and_typing
2639653,"@AppleSupport software update needed, then you open it  up and there you go your software not needing an update, thanks Apple for ruining my phone 👏🏻👏🏻👏🏻👏🏻 https://t.co/ZCjqEi91yf",ios_update,ios_update
50871,Getting a glitch on iOS 11.1 where my home button is functioning as media keys for playback on music. This is annoying. (cc:@115858),ios_update,ios_update
517156,"@AppleSupport @239237 I have the same issue on 11.1.2. I’ve tried resets, reset, erase and restore from iCloud twice. Still happening. Please tell me a manual install from scratch isn’t the fix…",ios_update,battery_and_performance
1915841,"@115858 stop making phones thinner, it makes the battery freakin' useless. Upgraded from 5S to 6, but now I have to charge my phone midday.😡",ios_update,keyboard_and_typing
805636,"@AppleSupport please contact me as I downloaded the recent updates 2 my iPad &amp; iPhone &amp; no longer have access 2 Pages, Keynote &amp; Numbers",ios_update,ios_update
1582185,"@AppleSupport So @AppleSupport my smart pal said when I️ updated my phone, the update was for your NEW phones, not mine, I️ have a 5. And we got  screwed.",ios_update,battery_and_performance
322066,Alarm çalınca Wi-fi açılıyor muazzam özellik #ios1102 @AppleSupport,ios_update,keyboard_and_typing
1969663,@AppleSupport I️ have the iPhone 7 and the latest update,ios_update,ios_update
2402168,"@AppleSupport please fix your podcast app, it’s been crashing since updating to 11.1.1!!!!",ios_update,battery_and_performance
120654,@AppleSupport downloaded 11.1.2 yesterday. Major keyboard issues! Letters unresponsive with first and even second tap! Poor autocorrect and super sensitive press touch on keyboard as well.,ios_update,battery_and_performance
1840675,This update fucked my phone up! It keeps freezing &amp; calling random people. @115858 keep playing I’ll get a flip phone.,ios_update,ios_update
2279805,@115948 why can I️ no longer add albums or songs to my library anymore!??? I swear this @115858 update has ruined everything. I’m really irritated with y’all all together.,ios_update,battery_and_performance
249223,"@AppleSupport no , slow in general app  
I think that ios11 hasn't adjust with iphone6 yet",ios_update,keyboard_and_typing
1419639,@AppleSupport why do i need Inbox in font 15 in mail inbox in ios11.1? i lose 2 out of 8 emails #ios11.1problems,ios_update,battery_and_performance
1025671,@AppleSupport Since the update my FaceTime keeps dropping the battery is drained super quick and crashes completely,ios_update,ios_update
1041267,@AppleSupport iOS 11.0.3 / iPhone 7 128 GB,ios_update,battery_and_performance
1859384,"Thank you, @AppleSupport, for the decrease from ~24-hour to ~5-hour battery life with iOS 11.03. If this persists beyond a couple updates I'm going back to Android .-. https://t.co/zMvzMKqxpT",ios_update,keyboard_and_typing
792757,#iOS11 bug 2 @AppleSupport - All notifications on #AppleWatch have blank / placeholder icons https://t.co/njZ8U2vbXO,ios_update,battery_and_performance
917149,@115858 iPhones battery draining super quick then staying at 1% for aaaaaaaaaages 🤔 please fix! 😤,battery_and_performance,keyboard_and_typing
2962934,One thing I provided to @AppleSupport at https://t.co/GMPejPml1a was somewhere in the new #IOS &amp; #IPhoneX #Apple an old feature with RE: Battery % is no longer available it’s just Battery Icon until you hit 20% &amp; or app usage %,battery_and_performance,mail_and_messages
1620572,My iPhone 7+ is going slow as fuck... coincidence? @115858 😒,battery_and_performance,ios_update
2048660,Battery life on my iPhone since the new update has been terrible @AppleSupport,battery_and_performance,battery_and_performance
2970282,"@819295 Dude, my iPhone 6 has been acting terrible since the new update. Apps just freeze all the time and I have to restart it. @115858",battery_and_performance,ios_update
2028203,my phone battery exploded. amazing. thanks apple. @115858 @AppleSupport,battery_and_performance,mail_and_messages
249193,"@AppleSupport thanks for the prompt response! i’m on version 11.0.2 (15A421), model A1634. i googled how to save battery life &amp; it’s still dying. 😕",battery_and_performance,ios_update
2478961,@115858 since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,battery_and_performance,network_and_connectivity
1550222,I updated my phone &amp;now it shuts on &amp; off at any given time and the battery life sucks worse than a hooker when the rents due thx @115858 🙄,battery_and_performance,app_issues
1001984,@357182 @115858 I feel your pain. New update is destroying my battery.,battery_and_performance,account_and_access
537643,My phone is moving toooooo slow. @115858 WHY YALL UPDATES TRASHING MY PHONE.,battery_and_performance,app_issues
125006,@115858 Good to see we have time for commercials but can't get any help with fixing the new iOS update that is draining my battery.....,battery_and_performance,payments_and_purchases
2285187,"@AppleSupport does having low storage on your iPhone prevent your apps from opening, or make everything slow? Because that's what's happening to my iPhone 5s 🤷‍♀️",battery_and_performance,app_issues
1932877,@AppleSupport @115858 iOS 11 has literally made my iPhone lag/lock up/and in general feel like a 💩 phone. If I wanted that I’d have saved some 💰and gotten an android.,battery_and_performance,battery_and_performance
45145,Each @115858 update has made my #iphone 6s and #MacBookAir increasingly SLOWER and FREEZE PRONE. Reviewers saying hardware performance hasn’t gotten worse with each OS update are being paid. Sucks to watch Apple’s product-centrism come to an end.,battery_and_performance,keyboard_and_typing
1495539,@AppleSupport iPhone 6s the battery stinks now,battery_and_performance,payments_and_purchases
223002,@115858 I hate your freaking update... fix the battery problems right now!!!,battery_and_performance,app_issues
1762744,Is it just me or what from  the latest iPhone update my battery goes from 100% to 20% in about a hour!! @AppleSupport,battery_and_performance,ios_update
1677069,Omg what is wrong with my stupid phone it keeps changing my capital “I️” to an A?!? Wtf!!!! #iphone #help @AppleSupport,battery_and_performance,network_and_connectivity
2261584,This is literally what the phone app on my iPhone X looks like right now. It just does this and crashes. Can’t make calls. No voicemail access. Uh... @115858 https://t.co/2ixh0twRCJ,battery_and_performance,app_issues
2048270,"@605748 @115858 @AppleSupport Yes!!!!!!! The keyboard is slow af Snapchat takes like 30 seconds for the camera to come on, like wtf",keyboard_and_typing,account_and_access
2062722,@123857 MBP 2016 keyboard not backlit at startup with 10.13. Never was. Any patch soon? Regards,keyboard_and_typing,app_issues
2145723,@115858 so when are y’all going to fix this (I️) problem because I’m getting fed up. The text replacement trick doesn’t even work either.🤬,keyboard_and_typing,battery_and_performance
1747977,.@115858 FIX THE LETTER I️,keyboard_and_typing,network_and_connectivity
427841,"@AppleSupport
 Hi 
I'm using ios 11.0.2 on iPhone 6,
keyboard doesn't fill screen when device rotated on landscape?
Please solve this...",keyboard_and_typing,device_setup
2005223,@115858 Why is my phone acting up? When I type “I️” it’s down some other shit.,keyboard_and_typing,network_and_connectivity
486173,"@AppleSupport my iPhone won’t send any iMessages, only texts. Happened to a few other people as well so it’s not my phone",keyboard_and_typing,battery_and_performance
2410326,"After my iOS updated, shouldn’t I be able to type in a browser, @115858? Asking for a user.",keyboard_and_typing,payments_and_purchases
1500019,@AppleSupport why is the letter “I” showing as I️,keyboard_and_typing,battery_and_performance
2014835,@115858 @AppleSupport what the hell is going on... why is everyone’s phone doing this now I️ I️ I️ I️ when we type the letter “i”,keyboard_and_typing,payments_and_purchases
1432449,Wth is up wit iPhone spelling error ? This “A❔” crap??? @AppleSupport,keyboard_and_typing,account_and_access
2203282,@115858 needs to fix my keyboard problem ASAP it’s annoying,keyboard_and_typing,payments_and_purchases
848986,"@AppleSupport @321734 Had problem with massive keyboard lag in iOS 11, have no idea if it’s related to the french keyboard.",keyboard_and_typing,keyboard_and_typing
1178931,@AppleSupport What’s the max file size for Air Drop? Note with 18 images wouldn’t send either way; note with 2 lines of text went fine!,keyboard_and_typing,mail_and_messages
1659125,"Hey @AppleSupport, you know what would be pretty ~dope~? If we stopped with new emojis and fixed the auto-correction of the letter “i”",keyboard_and_typing,app_issues
1570992,"@AppleSupport Already have three time, but they refuse to remove the activation lock, even though I know the recovery account, but its one letter out",keyboard_and_typing,network_and_connectivity
255783,"@AppleSupport It’s not just me. The phone is slower, when u text it gets stuck many times and it collapses and restarts by its own.",keyboard_and_typing,account_and_access
2441784,Oh my god @115858 you have made it so hard to recover my iCloud password. MY PHONE IS NOT WORKING SO WHY IS TEXT MY ONLY OPTION TO VERIFY??,keyboard_and_typing,payments_and_purchases
1889250,@AppleSupport iOS 11.0.3 has given me nothing more than a unresponsive phone and a 6 house battery life. Not good enough! 😡drains as I type!,keyboard_and_typing,device_setup
1616002,Is it just me or does anyone else notice that their letter “i” is messed up on their iPhone? 🤔🤔🤔 @115858,keyboard_and_typing,app_issues
762555,"Since updating my phone I don’t receive WhatsApp notifications until I open the app. @AppleSupport, sort it out. Annoying af. 😒",mail_and_messages,ios_update
824123,@AppleSupport My keyboard keeps glitching in Facebook and snapchat and sometimes my messages 😧,mail_and_messages,network_and_connectivity
291409,"@185384 My 6 is crap after update, lags on typing a message or email, can something be done other than buying a new 8! @AppleSupport",mail_and_messages,battery_and_performance
2754778,When @AppleSupport can’t figure out how to transfer my iMessage to my iPhone X from my iPhone 7 🤦🏼‍♀️,mail_and_messages,account_and_access
734343,@AppleSupport why is my phone not sending iMessages to my friend who also has an iPhone ?! I’ve done all the troubleshooting,mail_and_messages,keyboard_and_typing
2059574,@AppleSupport uhhhhhhh is this a legit email???? Because I didn’t order that! https://t.co/eDH0T76Deo,mail_and_messages,mail_and_messages
463104,@AppleSupport storage almost full message is making me nuts!!!! 😡📱,mail_and_messages,payments_and_purchases
450342,@AppleSupport I got an email saying I need to reply with my full delivery address yet the email was from __email__??,mail_and_messages,app_issues
1673624,@AppleSupport when I click on a photo in a message I have sent this is what I get 🤔 https://t.co/MfnleKfRR2,mail_and_messages,account_and_access
1368432,@AppleSupport Hey yeah this is the email I received. https://t.co/QEmQpzhmN0,mail_and_messages,mail_and_messages
1005019,iPhone push notifs for e-mail working nicely: now getting five hour old e-mails. @AppleSupport  fix this shit.,mail_and_messages,battery_and_performance
720522,Nice job @115858 erasing my notes till I did the #update FYI it #sucks. Freezing and email looks like cheap texts. Ugly font!,mail_and_messages,payments_and_purchases
1243740,"@AppleSupport It shows there is new message on icon, but clicking app doesn’t show the message. I need to quit and restart the app.",mail_and_messages,device_setup
2439737,"@AppleSupport 11.2. Also, all my notification settings are on. I am a pro when it comes to iPhones, and I’ve done everything I can think of. I really think it’s a bug. I’ve noticed others are also having this issue.",mail_and_messages,battery_and_performance
1747427,"@AppleSupport 
Hi, I’m facing an issue / bug on my iPad Pro 10.5 since I updated to iOS 11 om Mail App!
This issue is only on iPad and I’m not facing it on iPhone!
If I marked more than 10 emails and hit delete. The app just freezes and do nothing &amp; less than that its possible!?",mail_and_messages,app_issues
2303192,@AppleSupport is there a problem whit network? i am having issues whit sending text message ...,mail_and_messages,payments_and_purchases
1770790,@AppleSupport trying to log into my Itunes account. Stupidly set up 2 step - not getting SMS to registered number.,mail_and_messages,payments_and_purchases
1698500,@AppleSupport Yes I installed the new iOS but I still see weird boxes and exclamation points when people send me messages,mail_and_messages,account_and_access
1639021,"@AppleSupport Yahoo mail doesn’t work with IOS 11 (iphone 6s)

IOS 11 is sucks! 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 https://t.co/C79XXyQp12",mail_and_messages,account_and_access
1626178,@AppleSupport Upgraded to 11.0.3 and old notifications still appear. This is such a silly issue created by iOS 11. Fix this issue https://t.co/kC1hZifzcL,mail_and_messages,keyboard_and_typing
1691787,Installed 11.1 on my iPad. Worst decision ever! Pages/files are missing. They aren't in iCloud. All unhappy users. @AppleSupport,account_and_access,network_and_connectivity
2295718,@AppleSupport I am locked out of my account is never ever happened to me ever !! And I’m exhausted from trying to recover I’m so frustrated just want it back !! Help !!,account_and_access,mail_and_messages
2633186,@AppleSupport please can you check my account storage,account_and_access,battery_and_performance
1094131,"@AppleSupport Okay, I can erase it and reset it, but the odd thing is it didn't recognize my passcode. Is that indicative of a bigger issue?",account_and_access,ios_update
2246711,@AppleSupport Strangely I can’t find it on my webmail account online,account_and_access,battery_and_performance
2479039,"@115858 hello there called apple hotline and asked me to backup and erase my iphone. After restoring, I can't log onto iCloud.. can someone help?",account_and_access,keyboard_and_typing
407526,@AppleSupport I need to update my payment method but don't have access to a Mac computer,account_and_access,battery_and_performance
1285634,@AppleSupport It used to worked. I have iCloud connected to Photo.,account_and_access,keyboard_and_typing
2710480,@AppleSupport my apple TV is asking me to switch to the Canadian store (I have a US and Canadian account). So far haven't been able to.,account_and_access,mail_and_messages
1143505,"Design genius @115858. 
Phone won’t unlock without code after software update. Snooze power button alarm, also triggers emergency call.",account_and_access,account_and_access
2616644,@AppleSupport I’ve tried to back up my phone but it didn’t fix it. It seems that it’s downloading the pictures from iCloud even if they’re already on my photo library. How can I fix this? Why does my content have to download? Including screen recorded videos..,account_and_access,network_and_connectivity
2488636,Hey @115858 your new IOS update makes it so I can’t download music on my @3183 account. Can this be fixed or should I just stop paying for a service I’m not getting?,account_and_access,app_issues
592297,Ayo @115858 Why do yall want to keep charging me everytime I take my credit off file and put it back you wanna charge my account to download an application tf is wrong with yall this will the third time you guys will charge less than 2 weeks for an app like get the shit together,account_and_access,mail_and_messages
1988585,@AppleSupport your reportaproblem page just keeps refreshing instead of allowing me to sign in.,account_and_access,account_and_access
339974,@AppleSupport since updated to the new ios ive bene locked out of my phone both my touch id and normal password dont work.,account_and_access,battery_and_performance
1168940,@AppleSupport Help please! Your w/ site password page isn't working!,account_and_access,keyboard_and_typing
704499,"@116333 sir i am from India and I have one complaint about apple service centre in India , I have iPhone 5s which is out of warranty and showing one issue while charging that These accessory may not be supported. I went two times at the Apple service centre for the problem.",account_and_access,device_setup
1800908,@AppleSupport why is App Store requiring my password when Touch ID is already set up? https://t.co/dUMHHAFSqe,account_and_access,ios_update
2313937,@AppleSupport None of my photos are on iCloud,account_and_access,battery_and_performance
112889,@AppleSupport I don't have access to the security questions or emails so I'm too scared to update my phone but it keeps dying on 100%? Help? https://t.co/k7k2qcxDW0,account_and_access,mail_and_messages
1070195,@AppleSupport iOS 11.0.3 It’ll drop out &amp; reconnect after a little while. Phone has been restarted but continues to drop Bluetooth connection on calls,network_and_connectivity,account_and_access
950982,.@115858 please make my phone stop turning WiFi and Bluetooth on and off as it pleases thank you,network_and_connectivity,network_and_connectivity
1413493,I thought I was the only one having problems with iOS 11.0.3  WiFi issues but I see a lot of people here with the same problem @115858,network_and_connectivity,app_issues
2353664,"@AppleSupport The iPhone just shows the Apple logo, nothing else. It won’t even connect to iTunes because my phone won’t even open to my home screen so I can’t access anything. It’s been like that for about 9 hours (on and off the charge)",network_and_connectivity,payments_and_purchases
430147,@AppleSupport Its just in the 'watch face'. No other apps are affected.  It happened with the switch to Watch OS4. Ive tried turning wifi on/off/resetting,network_and_connectivity,device_setup
1803101,"@AppleSupport You’re very kind, but it’s 9:32pm&amp;I need to relax. I’ll be happy to connect tomorrow through DM. Can’t say your CS isn’t prompt! Thank you.",network_and_connectivity,ios_update
1075483,@AppleSupport hey y’all for the past 12 hours my phone has said “no service” or “searching” and i would appreciate some help,network_and_connectivity,battery_and_performance
2132077,"@AppleSupport doesn't happen with wi-fi. it's the first time that happens. I did not have ""on"" the wifi nor the cellular data, when i turned on the data, it froze for at least 30 mins. (the reset function did not work)",network_and_connectivity,payments_and_purchases
260839,@118101 @115858 why won’t my Apple Watch 3 activate for cellular use?,network_and_connectivity,app_issues
2185386,"@AppleSupport I’ve noticed turning off WiFi from the control center doesn’t turn off my WiFi.. it only kicks me off the current WiFi I’m on. See below. I️ swipe up, turn off WiFi, but I’m settings it’s still searching for a NEtwork. Not just my phone doing this.  Known issue? https://t.co/vWb3Og00Kl",network_and_connectivity,network_and_connectivity
428334,"Question: Can i connect an iCloud Drive to #AppleTV and store movies there, and will they play on AppleTV?
@AppleSupport @115858 @15443",network_and_connectivity,account_and_access
1018109,@AppleSupport No I don’t see any error message and I’m updating over WiFi,network_and_connectivity,mail_and_messages
1616900,@AppleSupport totally Intolerable  service is provided by @17257 NSP. Phone is having battery issue nd they have changed the display nd now same problem is still there nd it is dropping network also. Need solution on priority.,network_and_connectivity,keyboard_and_typing
752180,@116333 @115858 are you guys kidding me? It has already been two updates within 3 weeks and we still have cellular data problem,network_and_connectivity,battery_and_performance
865939,I scheduled a callback from @AppleSupport for 9:30 this am. Was called and disconnected after being put on hold for 10 minutes!,network_and_connectivity,ios_update
2918840,"@AppleSupport I've tried restarting, using cellular and wifi. Nothing works",network_and_connectivity,device_setup
2502077,"Friend &amp; I both got 8 plus #iPhone &amp; neither of us are receiving #imessages today. Anyone else experiencing this? I googled &amp; followed steps for shutting off wifi &amp; imessage &amp; nothing worked. Turned off imessage, not getting texts from other iphone users. @115858 @AppleSupport",network_and_connectivity,device_setup
1830984,@549418 I doubt it. @AppleSupport please fix this. Plus the switching between WiFi and Mobile data does not happen. #BringBackiOS10 😄,network_and_connectivity,ios_update
2524408,"@AppleSupport Well, videos won't play in the browser, but they will be played on a connected AirPlay endpoint automatically.",network_and_connectivity,battery_and_performance
718092,@AppleSupport My son said that all iPhone with iOS 11 cannot connect. Durham college can't do anything to fix,network_and_connectivity,keyboard_and_typing
1996241,@AppleSupport The bug I encountered. https://t.co/dJQmNNG7d5,app_issues,mail_and_messages
1168616,@AppleSupport I’ve just got a new iPhone 8+ but I can’t get it to pair with my 1st gen Apple Watch. Help?,app_issues,account_and_access
861958,"@AppleSupport No, it varies between apps.",app_issues,network_and_connectivity
2833598,@115858 ur stupid iphone stopped me from supporting my girlfriend this morning cs the battery fucking sucks and it also apparently needs a fucking hour to turn on,app_issues,app_issues
151458,@AppleSupport after updating macbook pro to el capitan this happened https://t.co/pEQdF792qK,app_issues,payments_and_purchases
2729120,@AppleSupport weird  behaviour of appstore https://t.co/UCMmwEhSdI,app_issues,hardware_and_device
1785646,This new iOS update has made my phone bug out and made it slow😒 @AppleSupport @115858,app_issues,device_setup
87063,"Что-то statusbar уехал (

@AppleSupport, is it a bug or feature? https://t.co/CPqHI7wTUb",app_issues,ios_update
1738815,"@115858 @AppleSupport my phone automatically updated this past daylight savings and now my apps, specifically instagram does not work.",app_issues,battery_and_performance
820176,"Ever since I updated my phone it’s been all fucked up. Freezing, turning off, and all just straight tweeking out. Wtf @AppleSupport",app_issues,keyboard_and_typing
2169729,"@115858 hello, can you fix the bug that changes an “I️” to some weird ass symbol. Like now.",app_issues,mail_and_messages
1998717,@AppleSupport There is a real issue with phone speaker and mic not working in iOS 11! Have you addressed this? https://t.co/atvdgxImwJ,app_issues,account_and_access
711180,@AppleSupport I do not but the app has updated itself now. Thank you for your time. :),app_issues,network_and_connectivity
2036684,@AppleSupport On native email app on iOS they are sporadic. Downloaded the actually gmail app and they come through instantly. I tried resetting.,app_issues,app_issues
2278412,"@AppleSupport I updated it yesterday, but it still happens.",app_issues,payments_and_purchases
593505,K @115858 - found a bug 😒 https://t.co/OotTj8dlIB,app_issues,hardware_and_device
763642,@AppleSupport omg I just dropped a load of cash on a new Apple laptop and have gotten the WORST service from your company. Really????,app_issues,hardware_and_device
1635771,"@AppleSupport : Hello. Est-il possible de se faire rembourser une app iOS achetée sur l’App Store ? Si oui, quelle est la procédure à suivre",app_issues,payments_and_purchases
1772844,Hey @115858 fix your shit. This keyboard glitch is rediculous. Makes me want to switch to @122986. I️ hate this,app_issues,app_issues
722028,@115858 dont loke the obnoxiously large folder titles in the mail app and the new mail app in general is VERY buggy.,app_issues,network_and_connectivity
1990200,My phone mysteriously won't turn on even though it was being charged all night. Now I'm late for work. Thank you @115858 for ruining my day.,payments_and_purchases,account_and_access
2756126,"@AppleSupport 1st issue I had an ongoing case with senior support (sent diagnostics and files several times) before they stopped contacting - devices won’t back up to iCloud. Restored phone and iPad several times, back up would work for a few days then stop working again. https://t.co/QrFmLR9nW9",payments_and_purchases,mail_and_messages
1270363,Ach @AppleSupport wir werden keine Freund mehr: das 3. Mal Mac in Reparatur. Gerät im Store und ich erhalte Anruf ich soll es vorbeibringen?,payments_and_purchases,keyboard_and_typing
1291160,@AppleSupport Nothing’s changed and no new information was provided in the article. I don’t have a new iPhone. But after this update my battery has been the worst. It takes forever to charge but takes nothing to drain. Is this glitch being fixed.,payments_and_purchases,battery_and_performance
560482,"@AppleSupport Hello I just updated my iPhone x on at&amp;t in the US to 11.2, but I have no option for Apple Pay Cash.",payments_and_purchases,ios_update
1785229,"@AppleSupport One time payment in full and Apple won't even take my money. My credit will remain locked. Sorry, ur loosing $1,149 @115858 https://t.co/fStlTVmpIB",payments_and_purchases,device_setup
1220035,At the point I don’t give a fuck about this phone anymore. It only works on a charger.. @115858 I want Refund,payments_and_purchases,hardware_and_device
2009409,"Seriously though, wtf @AppleSupport? Are you deliberately making iTunes not work fully to entice people switch to Apple Music?",payments_and_purchases,device_setup
2353680,@AppleSupport yes I've already tried this. It wasn't recognised by iTunes. I used four different cables at work and download latest iTunes,payments_and_purchases,ios_update
1402205,@AppleSupport I’ve done these this is my original phone charger that came with my 6s https://t.co/pfnkVqmvR8,payments_and_purchases,battery_and_performance
2253438,@115858 @AppleSupport please fix the glitch or bring the new update please #AppleStore,payments_and_purchases,keyboard_and_typing
1888243,Hey @115858 my #iphone now dies in 15 minutes from a full charge and I have 37GB left. Getting ready to leave forever. Need a fix for this,payments_and_purchases,mail_and_messages
2014877,@AppleSupport Been like this for a couple of hours now. Should I do anything? MacBook pro purchased 2012 updating OS https://t.co/gnYAdvRw89,payments_and_purchases,account_and_access
2076312,Hey @AppleSupport can you fix the Apple Pay bug so when I get on a @19742 bus my debit card doesn’t pop up? 😑,payments_and_purchases,network_and_connectivity
2837206,@AppleSupport I have already requested you for the same in your private message..And kindly check what you have replied..It is really terrible from @115858 that you are asking to visit service centre on 3rd day of purchase of premium device because of YOUR MANUFACTURING FAULT..I need ANSWER,payments_and_purchases,app_issues
2050203,@115858 iPhone8. Not worked since received. Apple can’t help online. Advised go in store. Store too busy. Told try Sunday. Disgusting Service,payments_and_purchases,payments_and_purchases
1062192,Hey @115858. Latest updates working perfectly fine. My battery is not even able to survive 6-7hrs on full charge. Great stuff. #iOS11,payments_and_purchases,NEEDS_REVIEW
2291387,Had my phone on charge all night and it’s only on 31%. Didn’t have this problem before the new update. @115858 😒🤔,payments_and_purchases,battery_and_performance
1140325,Can @AppleSupport @115858 restore iCloud Drive files? I need a file deleted like 3 months ago,payments_and_purchases,NEEDS_REVIEW
2212910,@AppleSupport I hate iOS 11 with a passion! It is garbage!!! Fix it now!! My Health app doesn’t refresh now. Can you just fix it already?!? I wish I had purchased an android. I have never been so disappointed with Apple 😡 #ios11sucks,payments_and_purchases,NEEDS_REVIEW
1745514,Yo @AppleSupport what the hell is this box on my screen https://t.co/WcHl8uyBaT,hardware_and_device,NEEDS_REVIEW
2525542,"@AppleSupport Hello. I'm on iOS 11.1.1. This happens with all audio (Music app, Podcasts, Safari audio. Dropbox audio etc). Only on the lock screen though. The scrubber is frozen and so is the time duration and time remaining. But I can play, pause and skip as usual.",hardware_and_device,NEEDS_REVIEW
2578604,"@AppleSupport deveria ofertar assistência compatível ao preço dos produtos. De repente perde-se tudo que é importante e ressurge tudo que um dia foi apagado, por erro do servidor. Prejuízos de toda natureza ao usuário.",hardware_and_device,NEEDS_REVIEW
1932787,"@115858 I can’t process my reservation, customer support too busy and unable to assist. Please help https://t.co/PrffExZkVY",hardware_and_device,NEEDS_REVIEW
2286415,I’ve read so many great reviews for the #iPhoneX’s camera and man I am severely disappointed. I hope I just got a defective unit cause this is worse than my 7+ massively. @AppleSupport,hardware_and_device,NEEDS_REVIEW
739821,@115858 @AppleSupport this is my lock screen after the update ? What do I do ? https://t.co/xQKef3T51c,hardware_and_device,NEEDS_REVIEW
2230678,@AppleSupport Apple warranties are world wide? Got a iPhone gift from sister in UAE. Need support in India.,hardware_and_device,NEEDS_REVIEW
1098694,@AppleSupport Thank you I have sent you a screenshot of the message,hardware_and_device,NEEDS_REVIEW
2212755,@AppleSupport when are you all going to fix the “I️” glitch? Far less important issues have been fixed faster.,hardware_and_device,NEEDS_REVIEW
1706884,"@AppleSupport my home screen randomly rotates, even when I have portrait lock on. Solutions?",hardware_and_device,NEEDS_REVIEW
1625384,"@AppleSupport Absolutely everything. Unsupported official Apple products failing, phone overheating and crashing, just a whole host of issues.",hardware_and_device,NEEDS_REVIEW
2205866,Why doesn’t the Bluetooth button in’t control Center turn the Bluetooth off?????? @115858,hardware_and_device,NEEDS_REVIEW
1138025,@AppleSupport Every since I updated my iPhone 7 to iOS 11.3 my screen keeps freezing and becoming unresponsive.,hardware_and_device,NEEDS_REVIEW
2747247,My @115858 headphone just shocked the shit outta my ear. Got me feeling like George Bailey when he got smacked around by that old pharmacist. #WheresClarence,hardware_and_device,NEEDS_REVIEW
2752708,"@AppleSupport Hey, there are some issues with the iPhoneX’s screen. It is showing a blank lock screen. No time, flashlight, or camera icons. https://t.co/eS3jnKGKPV",hardware_and_device,NEEDS_REVIEW
